#VERSION,1,2026/5/31 16:38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,HW.TC050201.PV,A分离器出口蒸汽温度2,30HAH11CT102,FLOAT,,,HW.TC050201.PV,,,600,0,0,S001,A001,Y,,20000,465,350,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
115,HW.TC050202.PV,主蒸汽温度3,30LBA20CT103,FLOAT,,,HW.TC050202.PV,,,650,0,0,S001,A001,Y,,20000,610,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
116,HW.TC050203.PV,热再热蒸汽温度3,30LBB20CT103,FLOAT,,,HW.TC050203.PV,,,650,0,0,S001,A001,Y,,20000,608,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
117,HW.TC050204.PV,B分离器壁温,30HAG12CT101,FLOAT,,,HW.TC050204.PV,,,500,0,0,S001,A001,Y,,20000,500,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
118,HW.TC050205.PV,分离器下降管温度2,30HAG20CT107,FLOAT,,,HW.TC050205.PV,,,500,0,0,S001,A001,Y,,20000,500,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
119,HW.TC050206.PV,B分离器出口蒸汽温度1,30HAH12CT101,FLOAT,,,HW.TC050206.PV,,,600,0,0,S001,A001,Y,,20000,465,350,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
120,HW.TC050207.PV,B引风机出口温度,32HLA20CT101,FLOAT,,,HW.TC050207.PV,,,200,0,0,S001,A001,Y,,20000,150,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
121,HW.TC050301.PV,主蒸汽温度2,30LBA20CT102,FLOAT,,,HW.TC050301.PV,,,650,0,0,S001,A001,Y,,20000,610,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
122,HW.TC050302.PV,热再热蒸汽温度2,30LBB20CT102,FLOAT,,,HW.TC050302.PV,,,650,0,0,S001,A001,Y,,20000,608,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
123,HW.TC050303.PV,炉水泵进口温度,30HAG20CT102,FLOAT,,,HW.TC050303.PV,,,400,0,0,S001,A001,Y,,20000,400,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
124,HW.TC050304.PV,分离器下降管温度3,30HAG20CT108,FLOAT,,,HW.TC050304.PV,,,400,0,0,S001,A001,Y,,20000,374,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
125,HW.TC050305.PV,B分离器出口蒸汽温度2,30HAH12CT102,FLOAT,,,HW.TC050305.PV,,,600,0,0,S001,A001,Y,,20000,465,350,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
126,HW.TC050306.PV,主给水温度1,30LAB70CT101,FLOAT,,,HW.TC050306.PV,,,400,0,0,S001,A001,Y,,20000,400,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
127,HW.TC050307.PV,A引风机进口温度,31HNA20CT101,FLOAT,,,HW.TC050307.PV,,,200,0,0,S001,A001,Y,,20000,150,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
128,HW.RT050402.PV,B送风机出口温度,32HLA20CT101,FLOAT,,,HW.RT050402.PV,,,100,0,0,S001,A001,Y,,100,-5,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
129,HW.RT050404.PV,B一次风机出口风温,32HLA10CT101,FLOAT,,,HW.RT050404.PV,,,100,0,0,S001,A001,Y,,100,0,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
130,HW.RT050405.PV,锅炉疏水至机组排水槽温度,30LCL90CT101,FLOAT,,,HW.RT050405.PV,,,200,0,0,S001,A001,Y,,100,0,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
131,HW.DI060101.PV,汽泵A停运RB3-DPU44来,,BOOL,,,HW.DI060101.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
132,HW.DI060102.PV,A引风机跳位RB2-DPU16来,,BOOL,,,HW.DI060102.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
133,HW.DI060103.PV,汽泵B停运RB3-DPU45来,,BOOL,,,HW.DI060103.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
134,HW.DI060104.PV,B引风机跳位RB2-DPU17来,,BOOL,,,HW.DI060104.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
135,HW.DI060105.PV,B送风机跳位RB1-DPU17来,,BOOL,,,HW.DI060105.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
136,HW.DI060106.PV,B一次风机跳位RB1-DPU17来,,BOOL,,,HW.DI060106.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
137,HW.AQ070102.PV,引风机A开度信号,30DCS003FGD,FLOAT,,,HW.AQ070102.PV,,,100,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
138,HW.AQ070104.PV,#3汽机电子室DEH总阀位指令,30FRE003TOMKA,FLOAT,,,HW.AQ070104.PV,,,100,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
139,HW.AQ070105.PV,#3汽机电子室DEH调频功率信号,30FRE004TOMKA,FLOAT,,,HW.AQ070105.PV,,,100,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
140,HW.AQ070301.PV,测试频率,30TESTDIFF,FLOAT,,,HW.AQ070301.PV,,,11,-11,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
141,HW.AQ070302.PV,测试频率返回至RTU,30TESTFREQDIFF,FLOAT,,,HW.AQ070302.PV,,,333.296997,-333.296997,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
142,HW.AQ070303.PV,频率负荷指令,30FREQLOAD,FLOAT,,,HW.AQ070303.PV,,,48,-48,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
143,HW.AQ070304.PV,送风量,30DCS002FGD,FLOAT,,,HW.AQ070304.PV,,,3000,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
144,HW.AQ070305.PV,主给水指令3/MCS,,FLOAT,,,HW.AQ070305.PV,,,2400,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
145,HW.AQ070401.PV,#3炉汽水分离器疏水#2旁路气动调整,,FLOAT,,,HW.AQ070401.PV,,,100,0,0,S001,A002,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
146,HW.AQ070402.PV,机组负荷至3A飞灰测碳仪,30ASH11MW101,FLOAT,,,HW.AQ070402.PV,,,700,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
147,HW.AQ070403.PV,锅炉燃料量至3A飞灰测碳仪,30ASH11FU101,FLOAT,,,HW.AQ070403.PV,,,100,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
148,HW.AQ070404.PV,主蒸汽压力设定#3,,FLOAT,,,HW.AQ070404.PV,,,30,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
149,HW.AQ070405.PV,协调控制负荷设定#3,,FLOAT,,,HW.AQ070405.PV,,,700,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
150,HW.AI070501.PV,B引风机出口压力,32HNA30CP101,FLOAT,,,HW.AI070501.PV,,,7,-1,0,S001,A001,Y,,20000,4.4,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
151,HW.AI070502.PV,B引风机进出口差压,32HNC10CP102,FLOAT,,,HW.AI070502.PV,,,20,0,0,S001,A001,Y,,20000,19,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
152,HW.AI070503.PV,A一次风机出口压力,31HLA10CP101,FLOAT,,,HW.AI070503.PV,,,18,0,0,S001,A001,Y,,20000,14,8,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
153,HW.AI070504.PV,锅炉B侧二次风进口流量4,32HHL20CF101D,FLOAT,,,HW.AI070504.PV,,,1000,0,0,S001,A001,Y,,20000,850,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
154,HW.AI070505.PV,B送风机送风量2,32HLB20CF101B,FLOAT,,,HW.AI070505.PV,,,260,0,0,S001,A001,Y,,20000,260,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
155,HW.AI070506.PV,B空预器进口烟气含氧量1,32HNA02CQ101,FLOAT,,,HW.AI070506.PV,,,25,0,0,S001,A001,Y,,20000,7,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
156,HW.AI070507.PV,锅炉B侧二次风进口流量1,30HLA22CF101,FLOAT,,,HW.AI070507.PV,,,1000,0,0,S001,A001,Y,,20000,1000,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
157,HW.DQ080205.PV,一次调频测试投入撤出至RTU,,BOOL,,,HW.DQ080205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
158,HW.DQ080206.PV,一次调频投入撤出测试去DEH,,BOOL,,,HW.DQ080206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
159,HW.DQ080207.PV,有线需确认名称,,BOOL,,,HW.DQ080207.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
160,HW.DQ080208.PV,投油信号至4B飞灰测碳仪,30ASH120L101,BOOL,,,HW.DQ080208.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
161,HW.DQ080213.PV,总风量小于25% 3,30MCS08FSSS-O,BOOL,,,HW.DQ080213.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
162,HW.AQ080302.PV,引风机B开度信号,30DCS004FGD,FLOAT,,,HW.AQ080302.PV,,,100,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
163,HW.AQ080303.PV,机组负荷至3B飞灰测碳仪,30ASH12MW101,FLOAT,,,HW.AQ080303.PV,,,700,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
164,HW.AQ080304.PV,锅炉燃料量至3B飞灰测碳仪,30ASH10FU101,FLOAT,,,HW.AQ080304.PV,,,100,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
165,HW.AQ080305.PV,选出的炉膛压力TO FGD,30DCS016FGD,FLOAT,,,HW.AQ080305.PV,,,3,-3,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
166,HW.AI080601.PV,B一次风机出口压力,32HLA10CP101,FLOAT,,,HW.AI080601.PV,,,18,0,0,S001,A001,Y,,20000,14,8,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
167,HW.AI080602.PV,#3FGD吸收塔出口烟气温度,30FGD016DCS,FLOAT,,,HW.AI080602.PV,,,200,0,0,S001,A001,Y,,20000,70,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
168,HW.AI080603.PV,A送风机送风量2,31HLB20CF101B,FLOAT,,,HW.AI080603.PV,,,260,0,0,S001,A001,Y,,20000,260,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
169,HW.AI080604.PV,A空预器进口烟气含氧量2,30HNA01CQ102,FLOAT,,,HW.AI080604.PV,,,25,0,0,S001,A001,Y,,20000,9,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
170,HW.AI080605.PV,锅炉A侧二次风进口流量1,30HLA21CF101,FLOAT,,,HW.AI080605.PV,,,1000,0,0,S001,A001,Y,,20000,1000,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
171,HW.AI080606.PV,#3炉汽水分离器疏水#2旁路气动调整,,FLOAT,,,HW.AI080606.PV,,,100,0,0,S001,A002,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
172,HW.AI090101.PV,B引风机进出口差压2,32HNA25CP101,FLOAT,,,HW.AI090101.PV,,,20,0,0,S001,A001,Y,,20000,20,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
173,HW.AI090102.PV,B送风机出口压力,32HLA20CP101,FLOAT,,,HW.AI090102.PV,,,6,0,0,S001,A001,Y,,20000,2.3,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
174,HW.AI090103.PV,B送风机送风量1,32HLB20CF101A,FLOAT,,,HW.AI090103.PV,,,260,0,0,S001,A001,Y,,20000,260,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
175,HW.AI090104.PV,B送风机进口压力,32HLA19CP101,FLOAT,,,HW.AI090104.PV,,,3,-3,0,S001,A001,Y,,20000,3,-3,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
176,HW.AI090105.PV,A引风机进出口差压3,31HNA25CP102,FLOAT,,,HW.AI090105.PV,,,20,0,0,S001,A001,Y,,20000,20,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
177,HW.AI090106.PV,锅炉A侧二次风进口流量5,31HHL20CF101E,FLOAT,,,HW.AI090106.PV,,,1000,0,0,S001,A001,Y,,20000,850,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
178,HW.AI090107.PV,A送风机送风量3,31HLB20CF101C,FLOAT,,,HW.AI090107.PV,,,260,0,0,S001,A001,Y,,20000,260,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
179,HW.AI090301.PV,B引风机进出口差压3,32HNA25CP102,FLOAT,,,HW.AI090301.PV,,,20,0,0,S001,A001,Y,,20000,20,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
180,HW.AI090302.PV,A引风机进口压力,31HNA20CP101,FLOAT,,,HW.AI090302.PV,,,0,-6,0,S001,A001,Y,,20000,1,-7,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
181,HW.AI090303.PV,A引风机出口压力,31HNA30CP101,FLOAT,,,HW.AI090303.PV,,,7,-1,0,S001,A001,Y,,20000,4.4,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
182,HW.AI090304.PV,A引风机进出口差压,31HNC10CP102,FLOAT,,,HW.AI090304.PV,,,20,0,0,S001,A001,Y,,20000,19,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
183,HW.AI090305.PV,B引风机进口压力,32HNA20CP101,FLOAT,,,HW.AI090305.PV,,,0,-6,0,S001,A001,Y,,20000,1,7,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
184,HW.AI090306.PV,锅炉A2侧SOFA进口流量,30HFE32CF101,FLOAT,,,HW.AI090306.PV,,,1,0,0,S001,A001,Y,,20000,1,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
185,HW.AI090308.PV,给水流量 TO CCS2 来自DPU3038,,FLOAT,,,HW.AI090308.PV,,,2500,0,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
186,HW.AI090402.PV,锅炉B1侧SOFA进口流量,30HLA33CF101,FLOAT,,,HW.AI090402.PV,,,1,0,0,S001,A001,Y,,20000,1,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
187,HW.AI090404.PV,A侧飞灰测碳含量,30ASH11CQ101,FLOAT,,,HW.AI090404.PV,,,16,0,0,S001,A001,Y,,20000,12,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
188,HW.AI090405.PV,A省煤器出口含氧量2,31HNA50CQ104,FLOAT,,,HW.AI090405.PV,,,20,0,0,S001,A001,Y,,20000,8,2,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
189,HW.AI090406.PV,锅炉B侧二次风进口流量3,30HLA22CF103,FLOAT,,,HW.AI090406.PV,,,1000,0,0,S001,A001,Y,,20000,1000,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
190,HW.AI090407.PV,锅炉A侧二次风进口流量4,31HHL20CF101D,FLOAT,,,HW.AI090407.PV,,,1000,0,0,S001,A001,Y,,20000,850,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
191,HW.DI090513.PV,B送风机跳位RB2-DPU17来,,BOOL,,,HW.DI090513.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
192,HW.DI090514.PV,B一次风机跳位RB2-DPU17来,,BOOL,,,HW.DI090514.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
193,HW.DI090605.PV,一次调频测试投入撤出来自RTU,30FREQTESTFROMRTU,BOOL,,,HW.DI090605.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
194,HW.AI100201.PV,B侧飞灰测碳含量,30ASH12CA101,FLOAT,,,HW.AI100201.PV,,,16,0,0,S001,A001,Y,,20000,12,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
195,HW.AI100202.PV,A省煤器出口含氧量1,31HNA50CQ103,FLOAT,,,HW.AI100202.PV,,,20,0,0,S001,A001,Y,,20000,8,2,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
196,HW.AI100203.PV,锅炉B侧二次风进口流量6,32HHL20CF101F,FLOAT,,,HW.AI100203.PV,,,1000,0,0,S001,A001,Y,,20000,850,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
197,HW.AI100204.PV,B送风机送风量3,32HLB20CF101C,FLOAT,,,HW.AI100204.PV,,,260,0,0,S001,A001,Y,,20000,260,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
198,HW.AI100205.PV,锅炉B2侧SOFA进口流量,30HLA34CF101,FLOAT,,,HW.AI100205.PV,,,1,0,0,S001,A001,Y,,20000,1,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
199,HW.AI100206.PV,B省煤器出口含氧量3,30HNA02CQ102,FLOAT,,,HW.AI100206.PV,,,25,0,0,S001,A001,Y,,20000,7,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
200,HW.AI100207.PV,锅炉A侧二次风进口流量6,31HHL20CF101F,FLOAT,,,HW.AI100207.PV,,,1000,0,0,S001,A001,Y,,20000,850,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
201,HW.AQ110301.PV,机组实际负荷指令,,FLOAT,,,HW.AQ110301.PV,,,700,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
202,HW.AQ110302.PV,机组负荷指令（限速后）,,FLOAT,,,HW.AQ110302.PV,,,700,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
203,HW.AQ110303.PV,机组实际负荷,,FLOAT,,,HW.AQ110303.PV,,,700,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
204,HW.AQ110304.PV,机组变负荷速率,,FLOAT,,,HW.AQ110304.PV,,,30,-30,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
205,HW.AI110401.PV,锅炉A侧二次风进口流量2,30HLA21CF102,FLOAT,,,HW.AI110401.PV,,,1000,0,0,S001,A001,Y,,20000,1000,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
206,HW.AI110402.PV,锅炉A1侧SOFA进口流量,30HLA31CF101,FLOAT,,,HW.AI110402.PV,,,1,0,0,S001,A001,Y,,20000,1,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
207,HW.AI110403.PV,#3FGD原烟气温度,30FGD012DCS,FLOAT,,,HW.AI110403.PV,,,200,0,0,S001,A001,Y,,20000,180,20,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
208,HW.AI110404.PV,3B省煤器出口含氧量1,32HNA50CQ103,FLOAT,,,HW.AI110404.PV,,,20,0,0,S001,A001,Y,,20000,8,2,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
209,HW.AI110405.PV,锅炉B侧二次风进口流量5,32HHL20CF101E,FLOAT,,,HW.AI110405.PV,,,1000,0,0,S001,A001,Y,,20000,850,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
210,HW.AQ120201.PV,机组实际负荷至PECCS测控,,FLOAT,,,HW.AQ120201.PV,,,700,0,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
211,HW.AQ120202.PV,机组转差,,FLOAT,,,HW.AQ120202.PV,,,20,-20,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
212,HW.AQ120203.PV,机组一次调频动作目标值,,FLOAT,,,HW.AQ120203.PV,,,20,-20,0,S001,A001,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
213,HW.AI120301.PV,A送风机出口压力,31HLA20CP101,FLOAT,,,HW.AI120301.PV,,,6,0,0,S001,A001,Y,,20000,2.3,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
214,HW.AI120302.PV,A送风机送风量1,31HLB20CF101A,FLOAT,,,HW.AI120302.PV,,,260,0,0,S001,A001,Y,,20000,260,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
215,HW.AI120304.PV,A送风机进口压力,31HLA19CP101,FLOAT,,,HW.AI120304.PV,,,3,-3,0,S001,A001,Y,,20000,3,-3,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
216,HW.AI120305.PV,A引风机进出口差压2,31HNA25CP101,FLOAT,,,HW.AI120305.PV,,,20,0,0,S001,A001,Y,,20000,20,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
217,HW.AI120306.PV,锅炉A侧二次风进口流量3,30HLA21CF103,FLOAT,,,HW.AI120306.PV,,,1000,0,0,S001,A001,Y,,20000,1000,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
218,HW.AI120307.PV,锅炉B侧二次风进口流量2,30HLA22CF102,FLOAT,,,HW.AI120307.PV,,,1000,0,0,S001,A001,Y,,20000,1000,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
219,SH0500.PRO21120.IN,机组功率仿真量,,FLOAT,,,SH0500.PRO21120.IN,,,,,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
220,SH0500.PRO31249.IN,主汽压力仿真量,,FLOAT,,,SH0500.PRO31249.IN,,,,,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,,,
221,SH0500.PRO29510.IN,小机A前置泵流量仿真量,,FLOAT,,,SH0500.PRO29510.IN,,,,,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,,,
222,SH0500.PRO06463.IN,小机B前置泵流量仿真量,,FLOAT,,,SH0500.PRO06463.IN,,,,,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,,,
223,SH0500.PRO27137.IN,给水流量仿真量,,FLOAT,,,SH0500.PRO27137.IN,,,,,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,,,
224,SH0098.AALMZML.PV,总煤量,,FLOAT,,,SH0098.AALMZML.PV,,,,,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
